status,direction,option_type,strike,expiry,entry_ts,exit_ts,entry_price,exit_price,sl_price,target_price,exit_reason,gross_pnl,charges,net_pnl,qty,lots,spot_at_entry,delta_at_entry,iv_at_entry,vix,trade_date,entry_slippage_pct,otm_offset,strategy,tier,risk_multiplier,regime,quality_score
COMPLETED,CALL,CE,24800,2025-10-09,2025-10-01T12:35:00,2025-10-01T12:45:00,34.53,24.24,24.86,55.24,SL_HIT,-668.77,50.65,-719.42,65,1,24777.1,0.4277,0.1012,10.12,2025-10-09,2.0,0,EMA_PULLBACK,3,1.0,DIRECTIONAL,2
COMPLETED,CALL,CE,24950,2025-10-09,2025-10-06T09:35:00,2025-10-06T10:45:00,54.37,66.88,39.15,86.99,SL_HIT,813.38,54.96,758.42,65,1,24926.85,0.4573,0.1012,10.12,2025-10-09,1.5,0,EMA_PULLBACK,2,1.0,DIRECTIONAL,3
COMPLETED,PUT,PE,25050,2025-10-16,2025-10-08T12:00:00,2025-10-08T13:05:00,112.63,80.69,81.09,180.21,SL_HIT,-2076.21,58.57,-2134.78,65,1,25035.75,-0.4934,0.1101,11.01,2025-10-13,0.5,0,EMA_PULLBACK,2,0.85,NEUTRAL,3
COMPLETED,CALL,CE,25150,2025-10-16,2025-10-09T11:30:00,2025-10-09T14:20:00,111.93,79.94,80.59,179.08,SL_HIT,-2078.96,58.48,-2137.44,65,1,25155.7,0.5319,0.1116,11.16,2025-10-14,0.8,0,EMA_PULLBACK,3,1.0,DIRECTIONAL,2
COMPLETED,CALL,CE,25250,2025-10-16,2025-10-10T09:30:00,2025-10-10T11:30:00,118.29,117.58,85.17,189.26,SL_HIT,-46.26,61.81,-108.07,65,1,25250.4,0.5253,0.1116,11.16,2025-10-14,0.8,0,EMA_PULLBACK,2,1.0,DIRECTIONAL,3
COMPLETED,PUT,PE,25050,2025-10-16,2025-10-08T12:00:00,2025-10-08T12:45:00,78.6,55.97,56.59,125.76,SL_HIT,-1470.98,55.11,-1526.09,65,1,25035.75,-0.5114,0.1053,10.53,2025-10-15,1.1,0,EMA_PULLBACK,2,0.85,NEUTRAL,3
COMPLETED,CALL,CE,25150,2025-10-16,2025-10-09T11:45:00,2025-10-09T12:05:00,94.98,67.63,68.38,151.97,SL_HIT,-1777.51,56.76,-1834.27,65,1,25174.7,0.5705,0.1053,10.53,2025-10-15,1.1,0,EMA_PULLBACK,2,1.0,NEUTRAL,3
COMPLETED,CALL,CE,25150,2025-10-16,2025-10-09T11:30:00,2025-10-09T12:05:00,60.93,42.99,43.87,97.49,SL_HIT,-1165.97,53.3,-1219.27,65,1,25155.7,0.5296,0.1087,10.87,2025-10-16,1.5,0,EMA_PULLBACK,3,1.0,DIRECTIONAL,2
COMPLETED,CALL,CE,25150,2025-10-16,2025-10-09T11:45:00,2025-10-09T11:55:00,69.78,49.49,50.24,111.65,SL_HIT,-1319.05,54.2,-1373.26,65,1,25174.7,0.5859,0.1087,10.87,2025-10-16,1.5,0,EMA_PULLBACK,2,1.0,DIRECTIONAL,3
COMPLETED,CALL,CE,25250,2025-10-23,2025-10-15T10:05:00,2025-10-15T11:45:00,106.64,129.05,76.78,170.62,SL_HIT,1457.05,62.25,1394.8,65,1,25229.9,0.4945,0.113,11.3,2025-10-21,0.8,0,EMA_PULLBACK,3,1.0,DIRECTIONAL,2
COMPLETED,CALL,CE,25250,2025-10-23,2025-10-15T10:10:00,2025-10-15T14:00:00,117.23,141.7,84.41,187.57,SL_HIT,1590.57,63.73,1526.84,65,1,25251.25,0.5258,0.113,11.3,2025-10-21,0.8,0,EMA_PULLBACK,2,1.0,DIRECTIONAL,3
